PublishedLineName,DirectionRef,OriginName,OriginLat,OriginLong,DestinationName,DestinationLat,DestinationLong,StopPoints,StopPointCount
Bx22,1,VALENTINE AV/E FORDHAM RD,40.862431,-73.895859,CASTLE HILL ZEREGA AV,40.814484,-73.847092,"['CASTLE HILL AV/LACOMBE AV', 'RESERVOIR AV/W KINGSBRIDGE RD', 'PAUL AV/BEDFORD PK BL', 'E FORDHAM RD/HOFFMAN ST', 'WHITE PLAINS RD/RHINELANDER AV', 'STARLING AV/PURDY ST', 'VALENTINE AV/E FORDHAM RD', 'E FORDHAM RD/THIRD AV', 'UNIONPORT RD/METROPOLITAN AV', 'E FORDHAM RD/BATHGATE AV', 'UNIONPORT RD/GUERLAIN ST', 'E KINGSBRIDGE RD/GRAND CONCOURSE', 'CASTLE HILL AV/NORTON AV', 'VALENTINE AV/E 192 ST', 'GOULDEN AV/BEDFORD PK BL', 'WHITE PLAINS RD/VAN NEST AV', 'GOULDEN AV/W 197 ST', 'UNIONPORT RD/E TREMONT AV', 'BRONX PARK E/BRADY AV', 'CASTLE HILL AV/WESTCHESTER AV', 'CASTLE HILL AV/RANDALL AV', 'BRONX PARK E/LYDIG AV', 'UNIONPORT RD/STARLING AV', 'CASTLE HILL AV/SEWARD AV', 'CASTLE HILL AV/VIRGIL PL', 'CASTLE HILL AV/GLEASON AV', 'W 205 ST/PAUL AV', 'BOSTON RD/PELHAM PKY', 'E FORDHAM RD/CAMBRELENG AV', 'BRONX PK E/UNIONPORT RD', 'E FORDHAM RD/ELM PLACE', 'CASTLE HILL AV/BRUCKNER BL', 'W KINGSBRIDGE RD/JEROME AV', 'E FORDHAM RD/SOUTHERN BL', 'WHITE PLAINS RD/MORRIS PK AV', 'CASTLE HILL AV/CHATTERTON AV', 'CASTLE HILL AV/HERMANY AV', 'METROPOLITAN/A.B. RYAN OVAL', 'CASTLE HILL AV/CROSS BX SVC RD N']",39
Bx23,0,,,,CO-OP CITY LOOP via SECTIONS 1-2-3-4-5,,,"['BAYCHESTER AV/IFO PC RICHARDS', 'ASCH LOOP/ADLER PL', 'BRUCKNER BL/WILKINSON AV', 'BARTOW AV/CO-OP CITY BL', 'HUNTER AV/BOLLER AV', 'EARHART LA/ERSKINE PL', 'BAYCHESTER AV/DONIZETTI PL', 'DREISER LOOP/DEBS PL', 'ASCH LOOP/BARTOW AV', 'CO-OP CITY BL/CARVER LOOP #2', 'BARTOW AV/REAR OF PATHMARK', 'CO-OP CITY BL/BELLAMY LOOP S', 'HUTCHINSON RVR PKY/EINSTEIN LOOP N', 'CO-OP CITY BL/BELLAMY LOOP N', 'ASCH LOOP/CO-OP CITY BL', 'BAYCHESTER AV/ALDRICH ST', 'ASCH LOOP/ALCOTT PL', 'HUTCHINSON RVR PKY/EINSTEIN LOOP S', 'DREISER LOOP/DEFOE PLACE', 'DREISER LOOP/CO-OP CITY BL', 'BAYCHESTER AV/DARROW PL']",21
Bx23,1,,,,CO-OP CITY LOOP via SECTIONS 5-4-3-2-1,,,"['ASCH LOOP/ADLER PL', 'BRUCKNER BL/WILKINSON AV', 'BARTOW AV/CO-OP CITY BL', 'CO-OP CITY BL/CARVER LOOP  #1', 'EARHART LA/ERSKINE PL', 'BAYCHESTER AV/DONIZETTI PL', 'DREISER LOOP/DEBS PL', 'ASCH LOOP/BARTOW AV', 'BARTOW AV/REAR OF PATHMARK', 'HUTCHINSON RVR PY E/EINSTEIN LOOP N', 'CO-OP CITY BL/BELLAMY LOOP N', 'CO-OP CITY BL/PEARTREE AV', 'ASCH LOOP/CO-OP CITY BL', 'HUTCHINSON RVR PY E/BOLLER AV', 'BAYCHESTER AV/ALDRICH ST', 'ASCH LOOP/ALCOTT PL', 'EDSON AV/BARTOW AV', 'HUNTER AV/EARHART LA', 'DREISER LOOP/DEFOE PLACE', 'HUTCHINSON RVR PY E/EINSTEIN LOOP S', 'DREISER LOOP/CO-OP CITY BL', 'BAYCHESTER AV/DARROW PL']",22
Bx24,0,MARCONI ST/911 CALL CENTER,40.855099,-73.83773,PELHAM BAY STATION,40.852577,-73.827362,"['WESTCHESTER AV/ROBERTS AV', 'WESTCHESTER AV/MIDDLETOWN RD', 'BRUCKNER BL/WILLOW LA', 'CAMPBELL DR/AGAR PL', 'WILLIAMSBRIDGE RD/E TREMONT AV', 'WILLIAMSBRIDGE RD/SILVER ST', 'WESTCHESTER AV/AMENDOLA PZ', 'BRUCKNER BL/MIDDLETOWN RD', 'KEARNEY AV/CONNELL PL', 'RADIO DR/LUCERNE ST', 'CAMPBELL DR/STADIUM AV', 'RAWLINS AV/LOHENGRIN PL', 'BRUCKNER BL/ROBERTS AV', 'MARCONI ST/LA FITNESS ENT', 'WATERS ST/MARCONI ST', 'BRUCKNER BL/JARVIS AV', 'COUNTRY CLUB RD/KEARNEY AV', 'SPENCER DR/REED PL', 'BRUCKNER BL/BURR AV', 'RAWLINS AV/KEARNEY AV', 'CAMPBELL DR/COUNTRY CLUB RD', 'RADIO DR/GRISWOLD AV', 'WESTCHESTER AV/CROSBY AV', 'WESTCHESTER AV/BLONDEL AV', 'WESTCHESTER AV/MAHAN AV', 'COUNTRY CLUB RD/REED PL', 'MARCONI ST/911 CALL CENTER', 'RESEARCH AV/AMPERE AV', 'WESTCHESTER AV/WILKINSON AV', 'MARCONI ST/HUTCH METRO CTR']",30
Bx24,1,BRUCKNER BL/BURR AV,40.853336,-73.827095,HUTCHINSON METRO CENTER,40.854988,-73.837608,"['WESTCHESTER AV/ROBERTS AV', 'WESTCHESTER AV/ST THERESA AV', 'WESTCHESTER AV/BUHRE AV', 'BRUCKNER BL/BUHRE AV', 'WILLIAMSBRIDGE RD/EASTCHESTER RD', 'MARCONI ST/WATERS PL', 'WESTCHESTER AV/MULFORD AV', 'SPENCER DR/KENNELLWORTH PL', 'BRUCKNER BL/MIDDLETOWN RD', 'KENNELWORTH PL/AMPERE AV', 'MARCONI ST/LA FITNESS ENT', 'SPENCER DR/STADIUM AV', 'WESTCHESTER AV/E TREMONT AV', 'WATERS PL/EASTCHESTER RD', 'BRUCKNER BL/BURR AV', 'WILLIAMSBRIDGE RD/ST RAYMONDS AV', 'MARCONI ST /911 CALL  CENTER', 'MARCONI ST/911 CALL CENTER', 'COUNTRY CLUB RD/MC DONOUGH PL', 'RESEARCH AV/AMPERE AV', 'COUNTRY CLUB RD/LOHENGRIN PL', 'WESTCHESTER AV/WILKINSON AV', 'COUNTRY CLUB RD/KENNELLWORTH PL', 'MARCONI ST/HUTCH METRO CTR']",24
Bx26,0,W 205 ST/PAUL AV,40.876999,-73.889854,CO-OP CITY EARHART LA via ALLERTN,40.860828,-73.82267,"['ALLERTON AV/BRONXWOOD AV', 'ALLERTON AV/LODOVICK AV', 'ALLERTON AV/PEARSALL AV', 'BARTOW AV/CO-OP CITY BL', 'PAUL AV/BEDFORD PK BL', 'HUNTER AV/BOLLER AV', 'ALLERTON AV/WILSON AV', 'BEDFORD PK BL/MARION AV', 'ALLERTON AV/MORGAN AV', 'ALLERTON AV/BARNES AV', 'ALLERTON AV/HERING AV', 'EARHART LA/ERSKINE PL', 'ALLERTON AV/WESTERVELT AV', 'ALLERTON AV/WHITE PLAINS RD', 'BEDFORD PK BL/WEBSTER AV', 'ASCH LOOP/BARTOW AV', 'ALLERTON AV/LACONIA AV', 'BARTOW AV/EDSON AV', 'BARTOW AV/REAR OF PATHMARK', 'ALLERTON AV/EASTCHESTER RD', 'ALLERTON AV/HOLLAND AV', 'ALLERTON AV/HONE AV', 'W 205 ST/PAUL AV', 'BARTOW AV/GUNTHER AV', 'HUTCHINSON RVR PKY/EINSTEIN LOOP N', 'ASCH LOOP/CO-OP CITY BL', 'ASCH LOOP/ALCOTT PL', 'ALLERTON AV/FISH AV', 'BARTOW AV/ELY AV', 'KAZIMIROFF/BOTANICAL GARDENS E', 'ALLERTON AV/BRONX PK E', 'BEDFORD PK BL/GRAND CONCOURSE', 'BEDFORD PK/JEROME AV', 'ERSKINE PL/EARHART LA', 'ALLERTON AV/WOODHULL AV', 'HUTCHINSON RVR PKY/EINSTEIN LOOP S', 'BEDFORD PK BL/BAINBRIDGE AV', 'ALLERTON AV/WILLIAMSBRIDGE RD']",38
Bx26,1,EARHART LA/ERSKINE PL,40.861115,-73.822548,BEDFORD PK LEHMAN COLL via ALLERTN,40.877071,-73.890068,"['KAZIMIROFF BL/BOTANICAL GARDENS', 'ALLERTON AV/PEARSALL AV', 'ALLERTON AV/BARKER AV', 'BARTOW AV/CO-OP CITY BL', 'ALLERTON AV/WILSON AV', 'BEDFORD PK BL/MARION AV', 'EARHART LA/ERSKINE PL', 'ALLERTON AV/MORGAN AV', 'ALLERTON AV/HERING AV', 'BARTOW AV/BRUNNER AV', 'ALLERTON AV/WESTERVELT AV', 'ALLERTON AV/WHITE PLAINS RD', 'BEDFORD PK BL/WEBSTER AV', 'ALLERTON AV/LACONIA AV', 'ASCH LOOP/BARTOW AV', 'GOULDEN AV/BEDFORD PK BL', 'BARTOW AV/EDSON AV', 'BARTOW AV/REAR OF PATHMARK', 'ALLERTON AV/MATTHEWS AV', 'ALLERTON AV/EASTCHESTER RD', 'ALLERTON AV/HOLLAND AV', 'W 205 ST/PAUL AV', 'ALLERTON AV/HONE AV', 'HUTCHINSON RVR PY E/EINSTEIN LOOP N', 'ASCH LOOP/CO-OP CITY BL', 'GUNTHER AV/E GUN HILL RD', 'HUTCHINSON RVR PY E/BOLLER AV', 'BEDFORD PK BL/BRIGGS AV', 'BAYCHESTER AV/ALDRICH ST', 'ASCH LOOP/ALCOTT PL', 'ALLERTON AV/FISH AV', 'ALLERTON AV/BOSTON RD', 'HUNTER AV/EARHART LA', 'BEDFORD PK BL/GRAND CONCOURSE', 'BEDFORD PK/JEROME AV', 'LODOVICK AV/ALLERTON AV', 'HUTCHINSON RVR PY E/EINSTEIN LOOP S', 'ALLERTON AV/WILLIAMSBRIDGE RD', 'BEDFORD PK/PAUL AV']",39
Bx27,0,SOUNDVIEW AV/STEPHENS AV,40.807869,-73.852715,WESTCHESTER AV,40.829395,-73.874397,"['WESTCHESTER AV/EVERGREEN AV', 'E 167 ST/BRYANT AV', 'SOUNDVIEW AV/GILDERSLEEVE AV', 'SOUNDVIEW AV/LACOMBE AV', 'RANDALL AV/TAYLOR AV', 'MORRISON AV/WATSON AV', 'WESTCHESTER AV/HOME ST', 'WESTCHESTER AV/MANOR AV', 'WESTCHESTER AV/BOYNTON AV', 'WATSON AV/CROES AV', 'ROSEDALE AV/LAFAYETTE AV', 'W FARMS RD/WESTCHESTER AV', 'W FARMS RD/HOE AV', 'MORRISON AV/WESTCHESTER AV', 'WATSON AV/METCALF AV', 'WESTCHESTER AV/ COLGATE AV', 'SOUNDVIEW AV/PATTERSON AV', 'WESTCHESTER AV/ELDER AV', 'WATSON AV/ROSEDALE AV', 'RANDALL AV/ST LAWRENCE AV', 'RANDALL AV/COMMONWEALTH AV', 'ROSEDALE AV/BRUCKNER BL', 'ROSEDALE AV/SEWARD AV', 'SOUNDVIEW AV/STEPHENS AV', 'WESTCHESTER AV/BRONX RIVER AV', 'ROSEDALE AV/1040 ROSEDALE AV', ""O'BRIEN AV/WHITE PLAINS RD"", 'ROSEDALE AV/STORY AV', ""SOUNDVIEW AV/O'BRIEN AV""]",29
Bx27,1,MORRISON AV/WESTCHESTER AV,40.829098,-73.874573,CLASON PT,40.807545,-73.852341,"['RANDALL AV/ROSEDALE AV', 'WATSON AV/SOUNDVIEW AV', 'WESTCHESTER AV/EVERGREEN AV', 'WESTCHESTER AV/WARD AV', 'WESTCHESTER AV/BRYANT AV', 'SOUNDVIEW AV/GILDERSLEEVE AV', 'SOUNDVIEW AV/LACOMBE AV', 'RANDALL AV/TAYLOR AV', 'MORRISON AV/WATSON AV', 'WESTCHESTER AV/MANOR AV', 'SOUNDVIEW AV/OBRIEN AV', 'WATSON AV/CROES AV', 'SOUNDVIEW AV/LAFAYETTE AV', 'WESTCHESTER AV/WHITLOCK AV', 'WESTCHESTER AV/COLGATE AV', 'W FARMS RD/WESTCHESTER AV', 'MORRISON AV/WESTCHESTER AV', 'WESTCHESTER AV/HOE AV', 'SOUNDVIEW AV/PATTERSON AV', 'WESTCHESTER AV/ELDER AV', 'RANDALL AV/ST LAWRENCE AV', 'WESTCHESTER AV/LONGFELLOW AV', 'ROSEDALE AV/BRUCKNER BL', 'SOUNDVIEW AV/CORNELL AV', 'ROSEDALE AV/SEWARD AV', 'SOUNDVIEW AV/STEPHENS AV', 'WESTCHESTER AV/BRONX RIVER AV', 'ROSEDALE AV/1055 ROSEDALE AV', 'ROSEDALE AV/STORY AV', 'SOUNDVIEW AV/NEWMAN AV']",30
Bx28,0,VALENTINE AV/E 192 ST,40.864079,-73.894615,CO-OP CITY EARHART LA via GUNHILL,40.860828,-73.82267,"['E GUN HILL RD/HERING AV', 'PAUL AV/W 205 ST', 'E MOSHOLU PY S/GRAND CONCOURSE', 'E GUN HILL RD/OLINVILLE AV', 'ASCH LOOP/ADLER PL', 'BARTOW AV/CO-OP CITY BL', 'E GUN HILL RD/EASTCHESTER RD', 'E KINGSBRIDGE RD/E 192 ST', 'HUNTER AV/BOLLER AV', 'BAINBRIDGE AV/E 210 ST', 'E GUN HILL RD/HULL AV', 'BAINBRIDGE AV/E 206 ST', 'EARHART LA/ERSKINE PL', 'BAINBRIDGE AV/E 204 ST', 'E KINGSBRIDGE RD/GRAND CONCOURSE', 'BAYCHESTER AV/DONIZETTI PL', 'DREISER LOOP/DEBS PL', 'VALENTINE AV/E 192 ST', 'ASCH LOOP/BARTOW AV', 'CO-OP CITY BL/CARVER LOOP #2', 'E GUN HILL RD/BURKE AV', 'BARTOW AV/EDSON AV', 'E KINGSBRIDGE RD/MORRIS AV', 'BARTOW AV/REAR OF PATHMARK', 'E GUN HILL RD/ARNOW AV', 'CO-OP CITY BL/BELLAMY LOOP S', 'E GUN HILL RD/PEARSALL AV', 'PAUL AV/W MOSHOLU PY S', 'E GUN HILL RD/LACONIA AV', 'BARTOW AV/GUNTHER AV', 'E GUN HILL RD/PAULDING AV', 'HUTCHINSON RVR PKY/EINSTEIN LOOP N', 'BAINBRIDGE AV/E MOSHOLU PY N', 'CO-OP CITY BL/BELLAMY LOOP N', 'BEDFORD PK BL/PAUL AV', 'ASCH LOOP/CO-OP CITY BL', 'W MOSHOLU PKY S/JEROME AV', 'E GUN HILL RD/WHITE PLAINS RD', 'E GUN HILL RD/PUTNAM PL', 'BAYCHESTER AV/ALDRICH ST', 'ASCH LOOP/ALCOTT PL', 'E GUN HILL RD/TRYON AV', 'BARTOW AV/ELY AV', 'JEROME AV/MORRIS AV', 'BEDFORD PK/JEROME AV', 'ERSKINE PL/EARHART LA', 'HUTCHINSON RVR PKY/EINSTEIN LOOP S', 'E GUN HILL RD/BARNES AV', 'E GUN HILL RD/WEBSTER AV', 'DREISER LOOP/DEFOE PLACE', 'BAINBRIDGE AV/RESERVOIR OVAL E', 'BAYCHESTER AV/750 BAYCHESTER AV', 'E GUN HILL RD/YOUNG AV', 'E GUN HILL RD/DEWITT PL', 'JEROME AV/E 196 ST', 'DREISER LOOP/CO-OP CITY BL', 'E GUN HILL RD/BRONXWOOD AV', 'BAYCHESTER AV/DARROW PL']",58
Bx28,1,EARHART LA/ERSKINE PL,40.861115,-73.822548,FORDHM CTR 192 ST via GUNHILL,40.864204,-73.894531,"['BAINBRIDGE AV/VAN CORTLANDT AV E', 'PAUL AV/W 205 ST', 'ASCH LOOP/ADLER PL', 'BARTOW AV/CO-OP CITY BL', 'PAUL AV/BEDFORD PK BL', 'E GUN HILL RD/EASTCHESTER RD', 'E GUN HILL RD/FISH AV', 'BAINBRIDGE AV/E 210 ST', 'BAINBRIDGE AV/E 206 ST', 'E GUN HILL RD/HULL AV', 'CO-OP CITY BL/CARVER LOOP  #1', 'EARHART LA/ERSKINE PL', 'BAINBRIDGE AV/E 204 ST', 'E KINGSBRIDGE RD/GRAND CONCOURSE', 'BAYCHESTER AV/DONIZETTI PL', 'DREISER LOOP/DEBS PL', 'E GUN HILL RD/GIVAN AV', 'BARTOW AV/BRUNNER AV', 'VALENTINE AV/E 192 ST', 'E GUN HILL RD/DECATOUR AV', 'ASCH LOOP/BARTOW AV', 'E GUN HILL RD/BURKE AV', 'BARTOW AV/EDSON AV', 'BARTOW AV/REAR OF PATHMARK', 'PAUL AV/W MOSHOLU PY S', 'E GUN HILL RD/LACONIA AV', 'BARTOW AV/GUNTHER AV', 'HUTCHINSON RVR PY E/EINSTEIN LOOP N', 'E GUN HILL RD/PAULDING AV', 'CO-OP CITY BL/BELLAMY LOOP N', 'BAINBRIDGE AV/E MOSHOLU PY N', 'CO-OP CITY BL/PEARTREE AV', 'ASCH LOOP/CO-OP CITY BL', 'E GUN HILL RD/BOSTON RD', 'E GUN HILL RD/WHITE PLAINS RD', 'HUTCHINSON RVR PY E/BOLLER AV', 'BAYCHESTER AV/ALDRICH ST', 'ASCH LOOP/ALCOTT PL', 'JEROME AV/W KINGSBRIDGE RD', 'E GUN HILL RD/TRYON AV', 'E MOSHOLU PY S/JEROME AV', 'HUNTER AV/EARHART LA', 'E GUN HILL RD/KINGSLAND AV', 'JEROME AV/MORRIS AV', 'BAINBRIDGE AV/E GUN HILL RD', 'E GUN HILL RD/KNAPP ST', 'BEDFORD PK/JEROME AV', 'E GUN HILL RD/BARNES AV', 'DREISER LOOP/DEFOE PLACE', 'HUTCHINSON RVR PY E/EINSTEIN LOOP S', 'GRAND CONCOURSE/E MOSHOLU PY S', 'JEROME AV/E 196 ST', 'DREISER LOOP/CO-OP CITY BL', 'E GUN HILL RD/BRONXWOOD AV', 'BAYCHESTER AV/DARROW PL']",55
Bx29,0,BARTOW AV/CO-OP CITY BL,40.869289,-73.825691,CITY ISLAND,40.83897,-73.783485,"['BRUCKNER BL/WILKINSON AV', 'BARTOW AV/CO-OP CITY BL', 'CITY ISLAND RD/SHORE RD', 'CITY ISLAND AV/CROSS ST', 'CITY ISLAND AV/PILOT ST', 'CITY ISLAND AV/BEACH ST', 'BARTOW AV/REAR OF PATHMARK', 'STILLWELL AV/PALMER AV', 'ERSKINE PL/DEREIMER AV', 'HUTCHINSON RVR PKY/EINSTEIN LOOP N', 'CITY ISLAND AV/ROCHELLE ST', 'CITY ISLAND AV/SCHOFIELD ST', 'CITY ISLAND AV/WINTERS ST', 'ORCHARD BEACH CIR/CITY ISLAND RD', 'PALMER AV/HUTCHINSON RVR PY E', 'CHARLES CRIMI BL/SUBWAY OVERPASS', 'CITY ISLAND AV/KILROE ST', 'HUTCHINSON RVR PKY/EINSTEIN LOOP S', 'CITY ISLAND AV/PELL PL', 'CITY ISLAND AV/DITMARS ST', 'CITY ISLAND AV/FORDHAM ST']",21
Bx29,1,CITY ISLAND AV/ROCHELLE ST,40.839062,-73.783363,CO-OP CITY BAY PLAZA,40.868797,-73.826408,"['BAY PLAZA/GENERAL CINEMA', 'BARTOW AV/CO-OP CITY BL', 'CITY ISLAND RD/SHORE RD', 'CITY ISLAND AV/CROSS ST', 'CO-OP CITY BL/BAY PLAZA BL', 'CITY ISLAND AV/PILOT ST', 'CITY ISLAND AV/BEACH ST', 'BRUCKNER BL/WESTCHESTER AV', 'CITY ISLAND AV/SUTHERLAND ST', 'HUTCHINSON RVR PY E/EINSTEIN LOOP N', 'CITY ISLAND AV/ROCHELLE ST', 'HUTCHINSON RVR PY E/BOLLER AV', 'CITY ISLAND AV/SCHOFIELD ST', 'CITY ISLAND RD/ORCHARD BEACH CIR', 'CITY ISLAND AV/WINTERS ST', 'BAY PLAZA/CO-OP CITY BL', 'PALMER AV/STILLWELL AV', 'CITY ISLAND AV/KILROE ST', 'CITY ISLAND AV/PELL PL', 'CITY ISLAND AV/DITMARS ST', 'pelhambruck sb rp', 'HUTCHINSON RVR PY E/EINSTEIN LOOP S', ""BAY PLAZA BL/APPLEBEE'S"", 'CHARLES CRIMI RD/SUBWAY OVERPASS BAY', 'CITY ISLAND AV/FORDHAM ST']",25
Bx3,0,BROADWAY/179 ST,40.849327,-73.936508,RIVERDALE BWAY - 238 ST,40.885086,-73.900436,"['W 238 ST/BROADWAY', 'SEDGWICK AV/W 195 ST', 'FT INDEPENDENCE/GILES PL', 'UNIVERSITY AV/W 190 ST', 'BROADWAY/179 ST', 'W KINGSBRIDGE RD/SEDGWICK AV', 'UNIVERSITY AV/W TREMONT AV', 'UNIVERSITY AV/W 176 ST', 'UNIVERSITY AV/W 174 ST', 'W 238 ST/BAILEY AV', 'W KINGSBRIDGE RD/UNIVERSITY AV', 'SEDGWICK AV/FT INDEPENDENCE ST', 'UNIVERSITY AV/N OF WASHINGTON BDG', 'W 238 ST/ORLOFF AV', 'FT INDEPENDENCE ST/BAILEY PL', 'UNIVERSITY AV/W BURNSIDE AV', 'W 181 ST/WADSWORTH AV', 'UNIVERSITY AV/W 192 ST', 'UNIVERSITY AV/W 181 ST', 'UNIVERSITY AV/W FORDHAM RD', 'W 181 ST/AMSTERDAM AV', 'SEDGWICK AV/W 231 ST', 'UNIVERSITY AV/W 183 ST', 'UNIVERSITY AV/MORTON PL', 'UNIVERSITY AV/W BURNSIDE AV #1', 'SEDGWICK AV/W 197 ST', 'SEDGWICK AV/W 229 ST', 'W 181 ST/ST NICHOLAS AV']",28
Bx3,1,W 238 ST/BROADWAY,40.884968,-73.900475,WASHINGTON HTS GW BRIDGE,40.84901,-73.93689,"['W 238 ST/BROADWAY', 'SEDGWICK AV/W 195 ST', 'UNIVERSITY AV/HALL OF FAME TE', 'FT INDEPENDENCE ST/HEATH AV', 'UNIVERSITY AV/W 190 ST', 'BROADWAY/179 ST', 'W KINGSBRIDGE RD/SEDGWICK AV', 'UNIVERSITY AV/W TREMONT AV', 'UNIVERSITY AV/W 176 ST', 'W 178 ST/FT WASHINGTON AV', 'W 238 ST/BAILEY AV', 'W KINGSBRIDGE RD/UNIVERSITY AV', 'SEDGWICK AV/FT INDEPENDENCE ST', 'W 238 ST/ORLOFF AV', 'UNIVERSITY AV/W 192 ST', 'FT INDEPENDENCE ST/BAILEY PL', 'WADSWORTH AV/W 181 ST', 'UNIVERSITY AV/W FORDHAM RD', 'W 181 ST/AMSTERDAM AV', 'SEDGWICK AV/W 231 ST', 'UNIVERSITY AV/W 183 ST', 'BROADWAY/W 179 ST', 'UNIVERSITY AV/MORTON PL', 'SEDGWICK AV/W 229 ST', 'UNIVERSITY AV/W 179 ST', 'UNIVERSITY AV/WASHINGTON BRIDGE', 'SEDGWICK AV/W 197 ST', 'UNIVERSITY AV/W 174 ST', 'W 181 ST/ST NICHOLAS AV']",29
Bx30,0,E 206 ST/ROCHAMBEAU AV,40.874893,-73.880943,CO-OP CITY EARHART LA,40.860828,-73.82267,"['E GUN HILL RD/OLINVILLE AV', 'BARTOW AV/CO-OP CITY BL', 'BOSTON RD/BIVONA ST', 'BAINBRIDGE AV/E 210 ST', 'HUNTER AV/BOLLER AV', 'E GUN HILL RD/HULL AV', 'CO-OP CITY BL/CARVER LOOP  #1', 'BOSTON RD/WICKHAM AV', 'EARHART LA/ERSKINE PL', 'BAYCHESTER AV/DONIZETTI PL', 'DREISER LOOP/DEBS PL', 'E 206 ST/ROCHAMBEAU AV', 'ASCH LOOP/BARTOW AV', 'PEARTREE AV/GIVAN AV', 'BOSTON RD/BOLLER AV', 'BOSTON RD/SEYMOUR AV', 'BOSTON RD/STEENWICK AV', 'BARTOW AV/REAR OF PATHMARK', 'E GUN HILL RD/LACONIA AV', 'E GUN HILL RD/PAULDING AV', 'HUTCHINSON RVR PKY/EINSTEIN LOOP N', 'CO-OP CITY BL/PEARTREE AV', 'BOSTON RD/BAYCHESTER AV', 'ASCH LOOP/CO-OP CITY BL', 'BOSTON RD/ELY AV', 'E GUN HILL RD/WHITE PLAINS RD', 'E GUN HILL RD/PUTNAM PL', 'BAYCHESTER AV/ALDRICH ST', 'ASCH LOOP/ALCOTT PL', 'BOSTON RD/E GUN HILL RD', 'E GUN HILL RD/TRYON AV', 'BOSTON RD/EASTCHESTER RD', 'BOSTON RD/WILSON AV', 'ERSKINE PL/EARHART LA', 'HUTCHINSON RVR PKY/EINSTEIN LOOP S', 'E GUN HILL RD/BARNES AV', 'E GUN HILL RD/WEBSTER AV', 'DREISER LOOP/DEFOE PLACE', 'E MOSHOLU PY N/VAN CORTLANDT AV E', 'VAN CORTLANDT AV E/ROCHAMBEAU AV', 'BAINBRIDGE AV/RESERVOIR OVAL E', 'BARTOW AV/BAYCHESTER AV', 'DREISER LOOP/CO-OP CITY BL', 'BOSTON RD/CONNER ST', 'BOSTON RD/KINGSLAND AV', 'E GUN HILL RD/BRONXWOOD AV', 'BAYCHESTER AV/DARROW PL']",47
Bx30,1,EARHART LA/ERSKINE PL,40.861115,-73.822548,NORWOOD 205 ST STA,40.874928,-73.880516,"['BAINBRIDGE AV/VAN CORTLANDT AV E', 'BOSTON RD/BIVONA ST', 'BARTOW AV/CO-OP CITY BL', 'BAINBRIDGE AV/E 210 ST', 'E GUN HILL RD/HULL AV', 'EARHART LA/ERSKINE PL', 'BAYCHESTER AV/DONIZETTI PL', 'DREISER LOOP/DEBS PL', 'E 206 ST/ROCHAMBEAU AV', 'E GUN HILL RD/DECATOUR AV', 'BOSTON RD/BRUNER AV', 'ASCH LOOP/BARTOW AV', 'CO-OP CITY BL/CARVER LOOP #2', 'BOSTON RD/SEYMOUR AV', 'PEARTREE AV/CONNER  ST', 'BARTOW AV/REAR OF PATHMARK', 'BOSTON RD/PALMER AV', 'BOSTON RD/TIEMANN AV', 'E GUN HILL RD/LACONIA AV', 'HUTCHINSON RVR PY E/EINSTEIN LOOP N', 'BOSTON RD/PROVOST AV', 'E GUN HILL RD/PAULDING AV', 'BOSTON RD/BAYCHESTER AV', 'BOSTON RD/GRACE AV', 'E GUN HILL RD/BOSTON RD', 'ASCH LOOP/CO-OP CITY BL', 'E GUN HILL RD/WHITE PLAINS RD', 'HUTCHINSON RVR PY E/BOLLER AV', 'BOSTON RD/DYRE AV', 'BAYCHESTER AV/ALDRICH ST', 'ASCH LOOP/ALCOTT PL', 'E GUN HILL RD/TRYON AV', 'BOSTON RD/EASTCHESTER RD', 'HUNTER AV/EARHART LA', 'BAINBRIDGE AV/E GUN HILL RD', 'BOSTON RD/WILSON AV', 'E GUN HILL RD/BARNES AV', 'DREISER LOOP/DEFOE PLACE', 'HUTCHINSON RVR PY E/EINSTEIN LOOP S', 'BAYCHESTER AV/750 BAYCHESTER AV', 'DREISER LOOP/CO-OP CITY BL', 'BOSTON RD/KINGSLAND AV', 'E GUN HILL RD/BRONXWOOD AV', 'BAYCHESTER AV/DARROW PL']",44
